t,v(t)
123.8,-153.069
123.82,-153.042
123.84,-153.014
123.86,-152.987
123.88,-152.959
123.9,-152.932
123.92,-152.904
123.94,-152.877
123.96,-152.849
123.98,-152.822
124,-152.795
124.02,-152.767
124.04,-152.74
124.06,-152.712
124.08,-152.685
124.1,-152.658
124.12,-152.63
124.14,-152.603
124.16,-152.576
124.18,-152.548
124.2,-152.521
124.22,-152.494
124.24,-152.466
124.26,-152.439
124.28,-152.412
124.3,-152.385
124.32,-152.357
124.34,-152.33
124.36,-152.303
124.38,-152.276
124.4,-152.249
124.42,-152.221
124.44,-152.194
124.46,-152.167
124.48,-152.14
124.5,-152.113
124.52,-152.086
124.54,-152.059
124.56,-152.032
124.58,-152.005
124.6,-151.977
124.62,-151.95
124.64,-151.923
124.66,-151.896
124.68,-151.869
124.7,-151.842
124.72,-151.815
124.74,-151.788
124.76,-151.761
124.78,-151.734
124.8,-151.707
124.82,-151.68
124.84,-151.654
124.86,-151.627
124.88,-151.6
124.9,-151.573
124.92,-151.546
124.94,-151.519
124.96,-151.492
124.98,-151.465
125,-151.439
125.02,-151.412
125.04,-151.385
125.06,-151.358
125.08,-151.331
125.1,-151.304
125.12,-151.278
125.14,-151.251
125.16,-151.224
125.18,-151.197
125.2,-151.171
125.22,-151.144
125.24,-151.117
125.26,-151.091
125.28,-151.064
125.3,-151.037
125.32,-151.011
125.34,-150.984
125.36,-150.957
125.38,-150.931
125.4,-150.904
125.42,-150.878
125.44,-150.851
125.46,-150.824
125.48,-150.798
125.5,-150.771
125.52,-150.745
125.54,-150.718
125.56,-150.692
125.58,-150.665
125.6,-150.639
125.62,-150.612
125.64,-150.586
125.66,-150.559
125.68,-150.533
125.7,-150.506
125.72,-150.48
125.74,-150.453
125.76,-150.427
125.78,-150.401
125.8,-150.374
125.82,-150.348
125.84,-150.321
125.86,-150.295
125.88,-150.269
125.9,-150.242
125.92,-150.216
125.94,-150.19
125.96,-150.163
125.98,-150.137
126,-150.111
126.02,-150.085
126.04,-150.058
126.06,-150.032
126.08,-150.006
126.1,-149.98
126.12,-149.953
126.14,-149.927
126.16,-149.901
126.18,-149.875
126.2,-149.849
126.22,-149.822
126.24,-149.796
126.26,-149.77
126.28,-149.744
126.3,-149.718
126.32,-149.692
126.34,-149.666
126.36,-149.64
126.38,-149.614
126.4,-149.588
126.42,-149.561
126.44,-149.535
126.46,-149.509
126.48,-149.483
126.5,-149.457
126.52,-149.431
126.54,-149.405
126.56,-149.379
126.58,-149.353
126.6,-149.328
126.62,-149.302
126.64,-149.276
126.66,-149.25
126.68,-149.224
126.7,-149.198
126.72,-149.172
126.74,-149.146
126.76,-149.12
126.78,-149.094
126.8,-149.069
126.82,-149.043
126.84,-149.017
126.86,-148.991
126.88,-148.965
126.9,-148.939
126.92,-148.914
126.94,-148.888
126.96,-148.862
126.98,-148.836
127,-148.811
127.02,-148.785
127.04,-148.759
127.06,-148.733
127.08,-148.708
127.1,-148.682
127.12,-148.656
127.14,-148.631
127.16,-148.605
127.18,-148.579
127.2,-148.554
127.22,-148.528
127.24,-148.503
127.26,-148.477
127.28,-148.451
127.3,-148.426
127.32,-148.4
127.34,-148.375
127.36,-148.349
127.38,-148.324
127.4,-148.298
127.42,-148.272
127.44,-148.247
127.46,-148.221
127.48,-148.196
127.5,-148.171
127.52,-148.145
127.54,-148.12
127.56,-148.094
127.58,-148.069
127.6,-148.043
127.62,-148.018
127.64,-147.992
127.66,-147.967
127.68,-147.942
127.7,-147.916
127.72,-147.891
127.74,-147.866
127.76,-147.84
127.78,-147.815
127.8,-147.79
127.82,-147.764
127.84,-147.739
127.86,-147.714
127.88,-147.688
127.9,-147.663
127.92,-147.638
127.94,-147.613
127.96,-147.587
127.98,-147.562
128,-147.537
128.02,-147.512
128.04,-147.486
128.06,-147.461
128.08,-147.436
128.1,-147.411
128.12,-147.386
128.14,-147.361
128.16,-147.335
128.18,-147.31
128.2,-147.285
128.22,-147.26
128.24,-147.235
128.26,-147.21
128.28,-147.185
128.3,-147.16
128.32,-147.135
128.34,-147.11
128.36,-147.085
128.38,-147.06
128.4,-147.035
128.42,-147.01
128.44,-146.985
128.46,-146.96
128.48,-146.935
128.5,-146.91
128.52,-146.885
128.54,-146.86
128.56,-146.835
128.58,-146.81
128.6,-146.785
128.62,-146.76
128.64,-146.735
128.66,-146.71
128.68,-146.685
128.7,-146.661
128.72,-146.636
128.74,-146.611
128.76,-146.586
128.78,-146.561
128.8,-146.536
128.82,-146.512
128.84,-146.487
128.86,-146.462
128.88,-146.437
128.9,-146.412
128.92,-146.388
128.94,-146.363
128.96,-146.338
128.98,-146.313
129,-146.289
129.02,-146.264
129.04,-146.239
129.06,-146.215
129.08,-146.19
129.1,-146.165
129.12,-146.141
129.14,-146.116
129.16,-146.091
129.18,-146.067
129.2,-146.042
129.22,-146.017
129.24,-145.993
129.26,-145.968
129.28,-145.944
129.3,-145.919
129.32,-145.895
129.34,-145.87
129.36,-145.845
129.38,-145.821
129.4,-145.796
129.42,-145.772
129.44,-145.747
129.46,-145.723
129.48,-145.698
129.5,-145.674
129.52,-145.649
129.54,-145.625
129.56,-145.601
129.58,-145.576
129.6,-145.552
129.62,-145.527
129.64,-145.503
129.66,-145.479
129.68,-145.454
129.7,-145.43
129.72,-145.405
129.74,-145.381
129.76,-145.357
129.78,-145.332
129.8,-145.308
129.82,-145.284
129.84,-145.259
129.86,-145.235
129.88,-145.211
129.9,-145.187
129.92,-145.162
129.94,-145.138
129.96,-145.114
129.98,-145.089
130,-145.065
130.02,-145.041
130.04,-145.017
130.06,-144.993
130.08,-144.968
130.1,-144.944
130.12,-144.92
130.14,-144.896
130.16,-144.872
130.18,-144.848
130.2,-144.823
130.22,-144.799
130.24,-144.775
130.26,-144.751
130.28,-144.727
130.3,-144.703
130.32,-144.679
130.34,-144.655
130.36,-144.631
130.38,-144.607
130.4,-144.583
130.42,-144.559
130.44,-144.535
130.46,-144.511
130.48,-144.487
130.5,-144.463
130.52,-144.439
130.54,-144.415
130.56,-144.391
130.58,-144.367
130.6,-144.343
130.62,-144.319
130.64,-144.295
130.66,-144.271
130.68,-144.247
130.7,-144.223
130.72,-144.199
130.74,-144.175
130.76,-144.151
130.78,-144.128
130.8,-144.104
130.82,-144.08
130.84,-144.056
130.86,-144.032
130.88,-144.008
130.9,-143.985
130.92,-143.961
130.94,-143.937
130.96,-143.913
130.98,-143.889
131,-143.866
131.02,-143.842
131.04,-143.818
131.06,-143.794
131.08,-143.771
131.1,-143.747
131.12,-143.723
131.14,-143.7
131.16,-143.676
131.18,-143.652
131.2,-143.629
131.22,-143.605
131.24,-143.581
131.26,-143.558
131.28,-143.534
131.3,-143.51
131.32,-143.487
131.34,-143.463
131.36,-143.44
131.38,-143.416
131.4,-143.392
131.42,-143.369
131.44,-143.345
131.46,-143.322
131.48,-143.298
131.5,-143.275
131.52,-143.251
131.54,-143.228
131.56,-143.204
131.58,-143.181
131.6,-143.157
131.62,-143.134
131.64,-143.11
131.66,-143.087
131.68,-143.063
131.7,-143.04
131.72,-143.016
131.74,-142.993
131.76,-142.97
131.78,-142.946
131.8,-142.923
131.82,-142.899
131.84,-142.876
131.86,-142.853
131.88,-142.829
131.9,-142.806
131.92,-142.783
131.94,-142.759
131.96,-142.736
131.98,-142.713
132,-142.689
132.02,-142.666
132.04,-142.643
132.06,-142.619
132.08,-142.596
132.1,-142.573
132.12,-142.55
132.14,-142.526
132.16,-142.503
132.18,-142.48
132.2,-142.457
132.22,-142.433
132.24,-142.41
132.26,-142.387
132.28,-142.364
132.3,-142.341
132.32,-142.318
132.34,-142.294
132.36,-142.271
132.38,-142.248
132.4,-142.225
132.42,-142.202
132.44,-142.179
132.46,-142.156
132.48,-142.133
132.5,-142.109
132.52,-142.086
132.54,-142.063
132.56,-142.04
132.58,-142.017
132.6,-141.994
132.62,-141.971
132.64,-141.948
132.66,-141.925
132.68,-141.902
132.7,-141.879
132.72,-141.856
132.74,-141.833
132.76,-141.81
132.78,-141.787
132.8,-141.764
132.82,-141.741
132.84,-141.718
132.86,-141.695
132.88,-141.673
132.9,-141.65
132.92,-141.627
132.94,-141.604
132.96,-141.581
132.98,-141.558
133,-141.535
133.02,-141.512
133.04,-141.489
133.06,-141.467
133.08,-141.444
133.1,-141.421
133.12,-141.398
133.14,-141.375
133.16,-141.353
133.18,-141.33
133.2,-141.307
133.22,-141.284
133.24,-141.261
133.26,-141.239
133.28,-141.216
133.3,-141.193
133.32,-141.17
133.34,-141.148
133.36,-141.125
133.38,-141.102
133.4,-141.08
133.42,-141.057
133.44,-141.034
133.46,-141.012
133.48,-140.989
133.5,-140.966
133.52,-140.944
133.54,-140.921
133.56,-140.898
133.58,-140.876
133.6,-140.853
133.62,-140.831
133.64,-140.808
133.66,-140.785
133.68,-140.763
133.7,-140.74
133.72,-140.718
133.74,-140.695
133.76,-140.673
133.78,-140.65
133.8,-140.628
133.82,-140.605
133.84,-140.583
133.86,-140.56
133.88,-140.538
133.9,-140.515
133.92,-140.493
133.94,-140.47
133.96,-140.448
133.98,-140.425
134,-140.403
134.02,-140.38
134.04,-140.358
134.06,-140.335
134.08,-140.313
134.1,-140.291
134.12,-140.268
134.14,-140.246
134.16,-140.224
134.18,-140.201
134.2,-140.179
134.22,-140.156
134.24,-140.134
134.26,-140.112
134.28,-140.089
134.3,-140.067
134.32,-140.045
134.34,-140.023
134.36,-140
134.38,-139.978
134.4,-139.956
134.42,-139.933
134.44,-139.911
134.46,-139.889
134.48,-139.867
134.5,-139.844
134.52,-139.822
134.54,-139.8
134.56,-139.778
134.58,-139.756
134.6,-139.733
134.62,-139.711
134.64,-139.689
134.66,-139.667
134.68,-139.645
134.7,-139.623
134.72,-139.6
134.74,-139.578
134.76,-139.556
134.78,-139.534
134.8,-139.512
134.82,-139.49
134.84,-139.468
134.86,-139.446
134.88,-139.424
134.9,-139.402
134.92,-139.379
134.94,-139.357
134.96,-139.335
134.98,-139.313
135,-139.291
135.02,-139.269
135.04,-139.247
135.06,-139.225
135.08,-139.203
135.1,-139.181
135.12,-139.159
135.14,-139.137
135.16,-139.115
135.18,-139.093
135.2,-139.071
135.22,-139.05
135.24,-139.028
135.26,-139.006
135.28,-138.984
135.3,-138.962
135.32,-138.94
135.34,-138.918
135.36,-138.896
135.38,-138.874
135.4,-138.852
135.42,-138.831
135.44,-138.809
135.46,-138.787
135.48,-138.765
135.5,-138.743
135.52,-138.721
135.54,-138.7
135.56,-138.678
135.58,-138.656
135.6,-138.634
135.62,-138.612
135.64,-138.591
135.66,-138.569
135.68,-138.547
135.7,-138.525
135.72,-138.504
135.74,-138.482
135.76,-138.46
135.78,-138.438
135.8,-138.417
135.82,-138.395
135.84,-138.373
135.86,-138.352
135.88,-138.33
135.9,-138.308
135.92,-138.287
135.94,-138.265
135.96,-138.243
135.98,-138.222
136,-138.2
136.02,-138.179
136.04,-138.157
136.06,-138.135
136.08,-138.114
136.1,-138.092
136.12,-138.071
136.14,-138.049
136.16,-138.027
136.18,-138.006
136.2,-137.984
136.22,-137.963
136.24,-137.941
136.26,-137.92
136.28,-137.898
136.3,-137.877
136.32,-137.855
136.34,-137.834
136.36,-137.812
136.38,-137.791
136.4,-137.769
136.42,-137.748
136.44,-137.726
136.46,-137.705
136.48,-137.683
136.5,-137.662
136.52,-137.641
136.54,-137.619
136.56,-137.598
136.58,-137.576
136.6,-137.555
136.62,-137.534
136.64,-137.512
136.66,-137.491
136.68,-137.469
136.7,-137.448
136.72,-137.427
136.74,-137.405
136.76,-137.384
136.78,-137.363
136.8,-137.341
136.82,-137.32
136.84,-137.299
136.86,-137.277
136.88,-137.256
136.9,-137.235
136.92,-137.214
136.94,-137.192
136.96,-137.171
136.98,-137.15
137,-137.129
137.02,-137.107
137.04,-137.086
137.06,-137.065
137.08,-137.044
137.1,-137.023
137.12,-137.001
137.14,-136.98
137.16,-136.959
137.18,-136.938
137.2,-136.917
137.22,-136.895
137.24,-136.874
137.26,-136.853
137.28,-136.832
137.3,-136.811
137.32,-136.79
137.34,-136.769
137.36,-136.748
137.38,-136.726
137.4,-136.705
137.42,-136.684
137.44,-136.663
137.46,-136.642
137.48,-136.621
137.5,-136.6
137.52,-136.579
137.54,-136.558
137.56,-136.537
137.58,-136.516
137.6,-136.495
137.62,-136.474
137.64,-136.453
137.66,-136.432
137.68,-136.411
137.7,-136.39
137.72,-136.369
137.74,-136.348
137.76,-136.327
137.78,-136.306
137.8,-136.285
137.82,-136.264
137.84,-136.243
137.86,-136.222
137.88,-136.201
137.9,-136.181
137.92,-136.16
137.94,-136.139
137.96,-136.118
137.98,-136.097
138,-136.076
138.02,-136.055
138.04,-136.034
138.06,-136.014
138.08,-135.993
138.1,-135.972
138.12,-135.951
138.14,-135.93
138.16,-135.91
138.18,-135.889
138.2,-135.868
138.22,-135.847
138.24,-135.826
138.26,-135.806
138.28,-135.785
138.3,-135.764
138.32,-135.743
138.34,-135.723
138.36,-135.702
138.38,-135.681
138.4,-135.66
138.42,-135.64
138.44,-135.619
138.46,-135.598
138.48,-135.578
138.5,-135.557
138.52,-135.536
138.54,-135.516
138.56,-135.495
138.58,-135.474
138.6,-135.454
138.62,-135.433
138.64,-135.412
138.66,-135.392
138.68,-135.371
138.7,-135.351
138.72,-135.33
138.74,-135.309
138.76,-135.289
138.78,-135.268
138.8,-135.248
138.82,-135.227
138.84,-135.206
138.86,-135.186
138.88,-135.165
138.9,-135.145
138.92,-135.124
138.94,-135.104
138.96,-135.083
138.98,-135.063
139,-135.042
139.02,-135.022
139.04,-135.001
139.06,-134.981
139.08,-134.96
139.1,-134.94
139.12,-134.919
139.14,-134.899
139.16,-134.878
139.18,-134.858
139.2,-134.838
139.22,-134.817
139.24,-134.797
139.26,-134.776
139.28,-134.756
139.3,-134.736
139.32,-134.715
139.34,-134.695
139.36,-134.674
139.38,-134.654
139.4,-134.634
139.42,-134.613
139.44,-134.593
139.46,-134.573
139.48,-134.552
139.5,-134.532
139.52,-134.512
139.54,-134.491
139.56,-134.471
139.58,-134.451
139.6,-134.43
139.62,-134.41
139.64,-134.39
139.66,-134.37
139.68,-134.349
139.7,-134.329
139.72,-134.309
139.74,-134.289
139.76,-134.268
139.78,-134.248
139.8,-134.228
139.82,-134.208
139.84,-134.188
139.86,-134.167
139.88,-134.147
139.9,-134.127
139.92,-134.107
139.94,-134.087
139.96,-134.067
139.98,-134.046
140,-134.026
140.02,-134.006
140.04,-133.986
140.06,-133.966
140.08,-133.946
140.1,-133.926
140.12,-133.905
140.14,-133.885
140.16,-133.865
140.18,-133.845
140.2,-133.825
140.22,-133.805
140.24,-133.785
140.26,-133.765
140.28,-133.745
140.3,-133.725
140.32,-133.705
140.34,-133.685
140.36,-133.665
140.38,-133.645
140.4,-133.625
140.42,-133.605
140.44,-133.585
140.46,-133.565
140.48,-133.545
140.5,-133.525
140.52,-133.505
140.54,-133.485
140.56,-133.465
140.58,-133.445
140.6,-133.425
140.62,-133.405
140.64,-133.385
140.66,-133.365
140.68,-133.345
140.7,-133.325
140.72,-133.305
140.74,-133.286
140.76,-133.266
140.78,-133.246
140.8,-133.226
140.82,-133.206
140.84,-133.186
140.86,-133.166
140.88,-133.147
140.9,-133.127
140.92,-133.107
140.94,-133.087
140.96,-133.067
140.98,-133.047
141,-133.028
141.02,-133.008
141.04,-132.988
141.06,-132.968
141.08,-132.948
141.1,-132.929
141.12,-132.909
141.14,-132.889
141.16,-132.869
141.18,-132.85
141.2,-132.83
141.22,-132.81
141.24,-132.79
141.26,-132.771
141.28,-132.751
141.3,-132.731
141.32,-132.712
141.34,-132.692
141.36,-132.672
141.38,-132.653
141.4,-132.633
141.42,-132.613
141.44,-132.594
141.46,-132.574
141.48,-132.554
141.5,-132.535
141.52,-132.515
141.54,-132.495
141.56,-132.476
141.58,-132.456
141.6,-132.437
141.62,-132.417
141.64,-132.397
141.66,-132.378
141.68,-132.358
141.7,-132.339
141.72,-132.319
141.74,-132.299
141.76,-132.28
141.78,-132.26
141.8,-132.241
141.82,-132.221
141.84,-132.202
141.86,-132.182
141.88,-132.163
141.9,-132.143
141.92,-132.124
141.94,-132.104
141.96,-132.085
141.98,-132.065
142,-132.046
142.02,-132.026
142.04,-132.007
142.06,-131.987
142.08,-131.968
142.1,-131.949
142.12,-131.929
142.14,-131.91
142.16,-131.89
142.18,-131.871
142.2,-131.851
142.22,-131.832
142.24,-131.813
142.26,-131.793
142.28,-131.774
142.3,-131.755
142.32,-131.735
142.34,-131.716
142.36,-131.696
142.38,-131.677
142.4,-131.658
142.42,-131.638
142.44,-131.619
142.46,-131.6
142.48,-131.58
142.5,-131.561
142.52,-131.542
142.54,-131.523
142.56,-131.503
142.58,-131.484
142.6,-131.465
142.62,-131.445
142.64,-131.426
142.66,-131.407
142.68,-131.388
142.7,-131.368
142.72,-131.349
142.74,-131.33
142.76,-131.311
142.78,-131.291
142.8,-131.272
142.82,-131.253
142.84,-131.234
142.86,-131.215
142.88,-131.195
142.9,-131.176
142.92,-131.157
142.94,-131.138
142.96,-131.119
142.98,-131.1
143,-131.08
143.02,-131.061
143.04,-131.042
143.06,-131.023
143.08,-131.004
143.1,-130.985
143.12,-130.966
143.14,-130.947
143.16,-130.928
143.18,-130.908
143.2,-130.889
143.22,-130.87
143.24,-130.851
143.26,-130.832
143.28,-130.813
143.3,-130.794
143.32,-130.775
143.34,-130.756
143.36,-130.737
143.38,-130.718
143.4,-130.699
143.42,-130.68
143.44,-130.661
143.46,-130.642
143.48,-130.623
143.5,-130.604
143.52,-130.585
143.54,-130.566
143.56,-130.547
143.58,-130.528
143.6,-130.509
143.62,-130.49
143.64,-130.471
143.66,-130.452
143.68,-130.433
143.7,-130.414
143.72,-130.395
143.74,-130.376
143.76,-130.358
143.78,-130.339
143.8,-130.32
143.82,-130.301
143.84,-130.282
143.86,-130.263
143.88,-130.244
143.9,-130.225
143.92,-130.206
143.94,-130.188
143.96,-130.169
143.98,-130.15
144,-130.131
144.02,-130.112
144.04,-130.093
144.06,-130.075
144.08,-130.056
144.1,-130.037
144.12,-130.018
144.14,-129.999
144.16,-129.981
144.18,-129.962
144.2,-129.943
144.22,-129.924
144.24,-129.906
144.26,-129.887
144.28,-129.868
144.3,-129.849
144.32,-129.831
144.34,-129.812
144.36,-129.793
144.38,-129.774
144.4,-129.756
144.42,-129.737
144.44,-129.718
144.46,-129.7
144.48,-129.681
144.5,-129.662
144.52,-129.644
144.54,-129.625
144.56,-129.606
144.58,-129.588
144.6,-129.569
144.62,-129.55
144.64,-129.532
144.66,-129.513
144.68,-129.494
144.7,-129.476
144.72,-129.457
144.74,-129.439
144.76,-129.42
144.78,-129.401
144.8,-129.383
144.82,-129.364
144.84,-129.346
144.86,-129.327
144.88,-129.308
144.9,-129.29
144.92,-129.271
144.94,-129.253
144.96,-129.234
144.98,-129.216
145,-129.197
145.02,-129.179
145.04,-129.16
145.06,-129.142
145.08,-129.123
145.1,-129.105
145.12,-129.086
145.14,-129.068
145.16,-129.049
145.18,-129.031
145.2,-129.012
145.22,-128.994
145.24,-128.975
145.26,-128.957
145.28,-128.938
145.3,-128.92
145.32,-128.902
145.34,-128.883
145.36,-128.865
145.38,-128.846
145.4,-128.828
145.42,-128.809
145.44,-128.791
145.46,-128.773
145.48,-128.754
145.5,-128.736
145.52,-128.718
145.54,-128.699
145.56,-128.681
145.58,-128.662
145.6,-128.644
145.62,-128.626
145.64,-128.607
145.66,-128.589
145.68,-128.571
145.7,-128.552
145.72,-128.534
145.74,-128.516
145.76,-128.498
145.78,-128.479
145.8,-128.461
145.82,-128.443
145.84,-128.424
145.86,-128.406
145.88,-128.388
145.9,-128.37
145.92,-128.351
145.94,-128.333
145.96,-128.315
145.98,-128.297
146,-128.278
146.02,-128.26
146.04,-128.242
146.06,-128.224
146.08,-128.205
146.1,-128.187
146.12,-128.169
146.14,-128.151
146.16,-128.133
146.18,-128.115
146.2,-128.096
146.22,-128.078
146.24,-128.06
146.26,-128.042
146.28,-128.024
146.3,-128.006
146.32,-127.987
146.34,-127.969
146.36,-127.951
146.38,-127.933
146.4,-127.915
146.42,-127.897
146.44,-127.879
146.46,-127.861
146.48,-127.843
146.5,-127.824
146.52,-127.806
146.54,-127.788
146.56,-127.77
146.58,-127.752
146.6,-127.734
146.62,-127.716
146.64,-127.698
146.66,-127.68
146.68,-127.662
146.7,-127.644
146.72,-127.626
146.74,-127.608
146.76,-127.59
146.78,-127.572
146.8,-127.554
146.82,-127.536
146.84,-127.518
146.86,-127.5
146.88,-127.482
146.9,-127.464
146.92,-127.446
146.94,-127.428
146.96,-127.41
146.98,-127.392
147,-127.374
147.02,-127.356
147.04,-127.338
147.06,-127.32
147.08,-127.302
147.1,-127.285
147.12,-127.267
147.14,-127.249
147.16,-127.231
147.18,-127.213
147.2,-127.195
147.22,-127.177
147.24,-127.159
147.26,-127.141
147.28,-127.124
147.3,-127.106
147.32,-127.088
147.34,-127.07
147.36,-127.052
147.38,-127.034
147.4,-127.016
147.42,-126.999
147.44,-126.981
147.46,-126.963
147.48,-126.945
147.5,-126.927
147.52,-126.91
147.54,-126.892
147.56,-126.874
147.58,-126.856
147.6,-126.838
147.62,-126.821
147.64,-126.803
147.66,-126.785
147.68,-126.767
147.7,-126.75
147.72,-126.732
147.74,-126.714
147.76,-126.696
147.78,-126.679
147.8,-126.661
147.82,-126.643
147.84,-126.626
147.86,-126.608
147.88,-126.59
147.9,-126.573
147.92,-126.555
147.94,-126.537
147.96,-126.52
147.98,-126.502
148,-126.484
148.02,-126.467
148.04,-126.449
148.06,-126.431
148.08,-126.414
148.1,-126.396
148.12,-126.378
148.14,-126.361
148.16,-126.343
148.18,-126.325
148.2,-126.308
148.22,-126.29
148.24,-126.273
148.26,-126.255
148.28,-126.237
148.3,-126.22
148.32,-126.202
148.34,-126.185
148.36,-126.167
148.38,-126.15
148.4,-126.132
148.42,-126.115
148.44,-126.097
148.46,-126.079
148.48,-126.062
148.5,-126.044
148.52,-126.027
148.54,-126.009
148.56,-125.992
148.58,-125.974
148.6,-125.957
148.62,-125.939
148.64,-125.922
148.66,-125.904
148.68,-125.887
148.7,-125.869
148.72,-125.852
148.74,-125.835
148.76,-125.817
148.78,-125.8
148.8,-125.782
148.82,-125.765
148.84,-125.747
148.86,-125.73
148.88,-125.713
148.9,-125.695
148.92,-125.678
148.94,-125.66
148.96,-125.643
148.98,-125.625
149,-125.608
149.02,-125.591
149.04,-125.573
149.06,-125.556
149.08,-125.539
149.1,-125.521
149.12,-125.504
149.14,-125.487
149.16,-125.469
149.18,-125.452
149.2,-125.435
149.22,-125.417
149.24,-125.4
149.26,-125.383
149.28,-125.365
149.3,-125.348
149.32,-125.331
149.34,-125.313
149.36,-125.296
149.38,-125.279
149.4,-125.261
149.42,-125.244
149.44,-125.227
149.46,-125.21
149.48,-125.192
149.5,-125.175
149.52,-125.158
149.54,-125.141
149.56,-125.123
149.58,-125.106
149.6,-125.089
149.62,-125.072
149.64,-125.055
149.66,-125.037
149.68,-125.02
149.7,-125.003
149.72,-124.986
149.74,-124.969
149.76,-124.951
149.78,-124.934
149.8,-124.917
149.82,-124.9
149.84,-124.883
149.86,-124.865
149.88,-124.848
149.9,-124.831
149.92,-124.814
149.94,-124.797
149.96,-124.78
149.98,-124.763
150,-124.746
150.02,-124.728
150.04,-124.711
150.06,-124.694
150.08,-124.677
150.1,-124.66
150.12,-124.643
150.14,-124.626
150.16,-124.609
150.18,-124.592
150.2,-124.575
150.22,-124.558
150.24,-124.54
150.26,-124.523
150.28,-124.506
150.3,-124.489
150.32,-124.472
150.34,-124.455
150.36,-124.438
150.38,-124.421
150.4,-124.404
150.42,-124.387
150.44,-124.37
150.46,-124.353
150.48,-124.336
150.5,-124.319
150.52,-124.302
150.54,-124.285
150.56,-124.268
150.58,-124.251
150.6,-124.234
150.62,-124.217
150.64,-124.2
150.66,-124.183
150.68,-124.167
150.7,-124.15
150.72,-124.133
150.74,-124.116
150.76,-124.099
150.78,-124.082
150.8,-124.065
150.82,-124.048
150.84,-124.031
150.86,-124.014
150.88,-123.997
150.9,-123.98
150.92,-123.964
150.94,-123.947
150.96,-123.93
150.98,-123.913
151,-123.896
151.02,-123.879
151.04,-123.862
151.06,-123.846
151.08,-123.829
151.1,-123.812
151.12,-123.795
151.14,-123.778
151.16,-123.761
151.18,-123.745
151.2,-123.728
151.22,-123.711
151.24,-123.694
151.26,-123.677
151.28,-123.661
151.3,-123.644
151.32,-123.627
151.34,-123.61
151.36,-123.593
151.38,-123.577
151.4,-123.56
151.42,-123.543
151.44,-123.526
151.46,-123.51
151.48,-123.493
151.5,-123.476
151.52,-123.459
151.54,-123.443
151.56,-123.426
151.58,-123.409
151.6,-123.393
151.62,-123.376
151.64,-123.359
151.66,-123.343
151.68,-123.326
151.7,-123.309
151.72,-123.292
151.74,-123.276
151.76,-123.259
151.78,-123.242
151.8,-123.226
151.82,-123.209
151.84,-123.193
151.86,-123.176
151.88,-123.159
151.9,-123.143
151.92,-123.126
151.94,-123.109
151.96,-123.093
151.98,-123.076
152,-123.06
152.02,-123.043
152.04,-123.026
152.06,-123.01
152.08,-122.993
152.1,-122.977
152.12,-122.96
152.14,-122.943
152.16,-122.927
152.18,-122.91
152.2,-122.894
152.22,-122.877
152.24,-122.861
152.26,-122.844
152.28,-122.828
152.3,-122.811
152.32,-122.794
152.34,-122.778
152.36,-122.761
152.38,-122.745
152.4,-122.728
152.42,-122.712
152.44,-122.695
152.46,-122.679
152.48,-122.662
152.5,-122.646
152.52,-122.629
152.54,-122.613
152.56,-122.596
152.58,-122.58
152.6,-122.564
152.62,-122.547
152.64,-122.531
152.66,-122.514
152.68,-122.498
152.7,-122.481
152.72,-122.465
152.74,-122.448
152.76,-122.432
152.78,-122.416
152.8,-122.399
152.82,-122.383
152.84,-122.366
152.86,-122.35
152.88,-122.334
152.9,-122.317
152.92,-122.301
152.94,-122.284
152.96,-122.268
152.98,-122.252
153,-122.235
153.02,-122.219
153.04,-122.203
153.06,-122.186
153.08,-122.17
153.1,-122.154
153.12,-122.137
153.14,-122.121
153.16,-122.105
153.18,-122.088
153.2,-122.072
153.22,-122.056
153.24,-122.039
153.26,-122.023
153.28,-122.007
153.3,-121.991
153.32,-121.974
153.34,-121.958
153.36,-121.942
153.38,-121.925
153.4,-121.909
153.42,-121.893
153.44,-121.877
153.46,-121.86
153.48,-121.844
153.5,-121.828
153.52,-121.812
153.54,-121.795
153.56,-121.779
153.58,-121.763
153.6,-121.747
153.62,-121.731
153.64,-121.714
153.66,-121.698
153.68,-121.682
153.7,-121.666
153.72,-121.65
153.74,-121.633
153.76,-121.617
153.78,-121.601
153.8,-121.585
153.82,-121.569
153.84,-121.553
153.86,-121.536
153.88,-121.52
153.9,-121.504
153.92,-121.488
153.94,-121.472
153.96,-121.456
153.98,-121.44
154,-121.423
154.02,-121.407
154.04,-121.391
154.06,-121.375
154.08,-121.359
154.1,-121.343
154.12,-121.327
154.14,-121.311
154.16,-121.295
154.18,-121.279
154.2,-121.263
154.22,-121.246
154.24,-121.23
154.26,-121.214
154.28,-121.198
154.3,-121.182
154.32,-121.166
154.34,-121.15
154.36,-121.134
154.38,-121.118
154.4,-121.102
154.42,-121.086
154.44,-121.07
154.46,-121.054
154.48,-121.038
154.5,-121.022
154.52,-121.006
154.54,-120.99
154.56,-120.974
154.58,-120.958
154.6,-120.942
154.62,-120.926
154.64,-120.91
154.66,-120.894
154.68,-120.878
154.7,-120.862
154.72,-120.846
154.74,-120.83
154.76,-120.814
154.78,-120.798
154.8,-120.782
154.82,-120.767
154.84,-120.751
154.86,-120.735
154.88,-120.719
154.9,-120.703
154.92,-120.687
154.94,-120.671
154.96,-120.655
154.98,-120.639
155,-120.623
155.02,-120.608
