t,v(t)
61.36,-328.262
61.38,-328.209
61.4,-328.156
61.42,-328.103
61.44,-328.05
61.46,-327.996
61.48,-327.943
61.5,-327.889
61.52,-327.836
61.54,-327.782
61.56,-327.728
61.58,-327.674
61.6,-327.62
61.62,-327.566
61.64,-327.512
61.66,-327.458
61.68,-327.404
61.7,-327.35
61.72,-327.295
61.74,-327.241
61.76,-327.186
61.78,-327.131
61.8,-327.077
61.82,-327.022
61.84,-326.967
61.86,-326.912
61.88,-326.857
61.9,-326.802
61.92,-326.747
61.94,-326.691
61.96,-326.636
61.98,-326.58
62,-326.525
62.02,-326.469
62.04,-326.414
62.06,-326.358
62.08,-326.302
62.1,-326.246
62.12,-326.19
62.14,-326.134
62.16,-326.078
62.18,-326.022
62.2,-325.965
62.22,-325.909
62.24,-325.853
62.26,-325.796
62.28,-325.739
62.3,-325.683
62.32,-325.626
62.34,-325.569
62.36,-325.512
62.38,-325.455
62.4,-325.398
62.42,-325.341
62.44,-325.284
62.46,-325.227
62.48,-325.169
62.5,-325.112
62.52,-325.054
62.54,-324.997
62.56,-324.939
62.58,-324.881
62.6,-324.824
62.62,-324.766
62.64,-324.708
62.66,-324.65
62.68,-324.592
62.7,-324.533
62.72,-324.475
62.74,-324.417
62.76,-324.358
62.78,-324.3
62.8,-324.241
62.82,-324.183
62.84,-324.124
62.86,-324.065
62.88,-324.007
62.9,-323.948
62.92,-323.889
62.94,-323.83
62.96,-323.771
62.98,-323.711
63,-323.652
63.02,-323.593
63.04,-323.533
63.06,-323.474
63.08,-323.414
63.1,-323.355
63.12,-323.295
63.14,-323.235
63.16,-323.176
63.18,-323.116
63.2,-323.056
63.22,-322.996
63.24,-322.936
63.26,-322.875
63.28,-322.815
63.3,-322.755
63.32,-322.694
63.34,-322.634
63.36,-322.574
63.38,-322.513
63.4,-322.452
63.42,-322.392
63.44,-322.331
63.46,-322.27
63.48,-322.209
63.5,-322.148
63.52,-322.087
63.54,-322.026
63.56,-321.965
63.58,-321.903
63.6,-321.842
63.62,-321.781
63.64,-321.719
63.66,-321.658
63.68,-321.596
63.7,-321.534
63.72,-321.473
63.74,-321.411
63.76,-321.349
63.78,-321.287
63.8,-321.225
63.82,-321.163
63.84,-321.101
63.86,-321.039
63.88,-320.977
63.9,-320.914
63.92,-320.852
63.94,-320.789
63.96,-320.727
63.98,-320.664
64,-320.602
64.02,-320.539
64.04,-320.476
64.06,-320.413
64.08,-320.351
64.1,-320.288
64.12,-320.225
64.14,-320.161
64.16,-320.098
64.18,-320.035
64.2,-319.972
64.22,-319.909
64.24,-319.845
64.26,-319.782
64.28,-319.718
64.3,-319.655
64.32,-319.591
64.34,-319.527
64.36,-319.463
64.38,-319.4
64.4,-319.336
64.42,-319.272
64.44,-319.208
64.46,-319.144
64.48,-319.08
64.5,-319.015
64.52,-318.951
64.54,-318.887
64.56,-318.822
64.58,-318.758
64.6,-318.693
64.62,-318.629
64.64,-318.564
64.66,-318.5
64.68,-318.435
64.7,-318.37
64.72,-318.305
64.74,-318.24
64.76,-318.175
64.78,-318.11
64.8,-318.045
64.82,-317.98
64.84,-317.915
64.86,-317.849
64.88,-317.784
64.9,-317.719
64.92,-317.653
64.94,-317.588
64.96,-317.522
64.98,-317.457
65,-317.391
65.02,-317.325
65.04,-317.259
65.06,-317.194
65.08,-317.128
65.1,-317.062
65.12,-316.996
65.14,-316.93
65.16,-316.864
65.18,-316.797
65.2,-316.731
65.22,-316.665
65.24,-316.598
65.26,-316.532
65.28,-316.466
65.3,-316.399
65.32,-316.332
65.34,-316.266
65.36,-316.199
65.38,-316.132
65.4,-316.066
65.42,-315.999
65.44,-315.932
65.46,-315.865
65.48,-315.798
65.5,-315.731
65.52,-315.664
65.54,-315.597
65.56,-315.529
65.58,-315.462
65.6,-315.395
65.62,-315.327
65.64,-315.26
65.66,-315.192
65.68,-315.125
65.7,-315.057
65.72,-314.99
65.74,-314.922
65.76,-314.854
65.78,-314.786
65.8,-314.718
65.82,-314.651
65.84,-314.583
65.86,-314.515
65.88,-314.447
65.9,-314.378
65.92,-314.31
65.94,-314.242
65.96,-314.174
65.98,-314.105
66,-314.037
66.02,-313.969
66.04,-313.9
66.06,-313.832
66.08,-313.763
66.1,-313.694
66.12,-313.626
66.14,-313.557
66.16,-313.488
66.18,-313.419
66.2,-313.351
66.22,-313.282
66.24,-313.213
66.26,-313.144
66.28,-313.075
66.3,-313.005
66.32,-312.936
66.34,-312.867
66.36,-312.798
66.38,-312.729
66.4,-312.659
66.42,-312.59
66.44,-312.52
66.46,-312.451
66.48,-312.381
66.5,-312.312
66.52,-312.242
66.54,-312.172
66.56,-312.103
66.58,-312.033
66.6,-311.963
66.62,-311.893
66.64,-311.823
66.66,-311.753
66.68,-311.683
66.7,-311.613
66.72,-311.543
66.74,-311.473
66.76,-311.403
66.78,-311.333
66.8,-311.262
66.82,-311.192
66.84,-311.122
66.86,-311.051
66.88,-310.981
66.9,-310.91
66.92,-310.84
66.94,-310.769
66.96,-310.698
66.98,-310.628
67,-310.557
67.02,-310.486
67.04,-310.415
67.06,-310.345
67.08,-310.274
67.1,-310.203
67.12,-310.132
67.14,-310.061
67.16,-309.99
67.18,-309.918
67.2,-309.847
67.22,-309.776
67.24,-309.705
67.26,-309.634
67.28,-309.562
67.3,-309.491
67.32,-309.419
67.34,-309.348
67.36,-309.277
67.38,-309.205
67.4,-309.133
67.42,-309.062
67.44,-308.99
67.46,-308.918
67.48,-308.847
67.5,-308.775
67.52,-308.703
67.54,-308.631
67.56,-308.559
67.58,-308.487
67.6,-308.415
67.62,-308.343
67.64,-308.271
67.66,-308.199
67.68,-308.127
67.7,-308.055
67.72,-307.983
67.74,-307.91
67.76,-307.838
67.78,-307.766
67.8,-307.693
67.82,-307.621
67.84,-307.548
67.86,-307.476
67.88,-307.403
67.9,-307.331
67.92,-307.258
67.94,-307.186
67.96,-307.113
67.98,-307.04
68,-306.967
68.02,-306.895
68.04,-306.822
68.06,-306.749
68.08,-306.676
68.1,-306.603
68.12,-306.53
68.14,-306.457
68.16,-306.384
68.18,-306.311
68.2,-306.238
68.22,-306.165
68.24,-306.092
68.26,-306.018
68.28,-305.945
68.3,-305.872
68.32,-305.798
68.34,-305.725
68.36,-305.652
68.38,-305.578
68.4,-305.505
68.42,-305.431
68.44,-305.358
68.46,-305.284
68.48,-305.21
68.5,-305.137
68.52,-305.063
68.54,-304.989
68.56,-304.916
68.58,-304.842
68.6,-304.768
68.62,-304.694
68.64,-304.62
68.66,-304.546
68.68,-304.472
68.7,-304.398
68.72,-304.324
68.74,-304.25
68.76,-304.176
68.78,-304.102
68.8,-304.028
68.82,-303.954
68.84,-303.88
68.86,-303.805
68.88,-303.731
68.9,-303.657
68.92,-303.582
68.94,-303.508
68.96,-303.434
68.98,-303.359
69,-303.285
69.02,-303.21
69.04,-303.136
69.06,-303.061
69.08,-302.987
69.1,-302.912
69.12,-302.837
69.14,-302.763
69.16,-302.688
69.18,-302.613
69.2,-302.538
69.22,-302.464
69.24,-302.389
69.26,-302.314
69.28,-302.239
69.3,-302.164
69.32,-302.089
69.34,-302.014
69.36,-301.939
69.38,-301.864
69.4,-301.789
69.42,-301.714
69.44,-301.639
69.46,-301.564
69.48,-301.489
69.5,-301.413
69.52,-301.338
69.54,-301.263
69.56,-301.188
69.58,-301.112
69.6,-301.037
69.62,-300.962
69.64,-300.886
69.66,-300.811
69.68,-300.735
69.7,-300.66
69.72,-300.584
69.74,-300.509
69.76,-300.433
69.78,-300.358
69.8,-300.282
69.82,-300.207
69.84,-300.131
69.86,-300.055
69.88,-299.979
69.9,-299.904
69.92,-299.828
69.94,-299.752
69.96,-299.676
69.98,-299.601
70,-299.525
70.02,-299.449
70.04,-299.373
70.06,-299.297
70.08,-299.221
70.1,-299.145
70.12,-299.069
70.14,-298.993
70.16,-298.917
70.18,-298.841
70.2,-298.765
70.22,-298.689
70.24,-298.612
70.26,-298.536
70.28,-298.46
70.3,-298.384
70.32,-298.308
70.34,-298.231
70.36,-298.155
70.38,-298.079
70.4,-298.002
70.42,-297.926
70.44,-297.85
70.46,-297.773
70.48,-297.697
70.5,-297.62
70.52,-297.544
70.54,-297.467
70.56,-297.391
70.58,-297.314
70.6,-297.238
70.62,-297.161
70.64,-297.085
70.66,-297.008
70.68,-296.931
70.7,-296.855
70.72,-296.778
70.74,-296.701
70.76,-296.624
70.78,-296.548
70.8,-296.471
70.82,-296.394
70.84,-296.317
70.86,-296.241
70.88,-296.164
70.9,-296.087
70.92,-296.01
70.94,-295.933
70.96,-295.856
70.98,-295.779
71,-295.702
71.02,-295.625
71.04,-295.548
71.06,-295.471
71.08,-295.394
71.1,-295.317
71.12,-295.24
71.14,-295.163
71.16,-295.086
71.18,-295.009
71.2,-294.931
71.22,-294.854
71.24,-294.777
71.26,-294.7
71.28,-294.623
71.3,-294.545
71.32,-294.468
71.34,-294.391
71.36,-294.314
71.38,-294.236
71.4,-294.159
71.42,-294.082
71.44,-294.004
71.46,-293.927
71.48,-293.849
71.5,-293.772
71.52,-293.695
71.54,-293.617
71.56,-293.54
71.58,-293.462
71.6,-293.385
71.62,-293.307
71.64,-293.23
71.66,-293.152
71.68,-293.075
71.7,-292.997
71.72,-292.919
71.74,-292.842
71.76,-292.764
71.78,-292.687
71.8,-292.609
71.82,-292.531
71.84,-292.454
71.86,-292.376
71.88,-292.298
71.9,-292.22
71.92,-292.143
71.94,-292.065
71.96,-291.987
71.98,-291.909
72,-291.832
72.02,-291.754
72.04,-291.676
72.06,-291.598
72.08,-291.52
72.1,-291.443
72.12,-291.365
72.14,-291.287
72.16,-291.209
72.18,-291.131
72.2,-291.053
72.22,-290.975
72.24,-290.897
72.26,-290.819
72.28,-290.741
72.3,-290.663
72.32,-290.585
72.34,-290.507
72.36,-290.429
72.38,-290.351
72.4,-290.273
72.42,-290.195
72.44,-290.117
72.46,-290.039
72.48,-289.961
72.5,-289.883
72.52,-289.805
72.54,-289.726
72.56,-289.648
72.58,-289.57
72.6,-289.492
72.62,-289.414
72.64,-289.336
72.66,-289.257
72.68,-289.179
72.7,-289.101
72.72,-289.023
72.74,-288.945
72.76,-288.866
72.78,-288.788
72.8,-288.71
72.82,-288.632
72.84,-288.553
72.86,-288.475
72.88,-288.397
72.9,-288.318
72.92,-288.24
72.94,-288.162
72.96,-288.083
72.98,-288.005
73,-287.927
73.02,-287.848
73.04,-287.77
73.06,-287.692
73.08,-287.613
73.1,-287.535
73.12,-287.457
73.14,-287.378
73.16,-287.3
73.18,-287.221
73.2,-287.143
73.22,-287.064
73.24,-286.986
73.26,-286.907
73.28,-286.829
73.3,-286.751
73.32,-286.672
73.34,-286.594
73.36,-286.515
73.38,-286.437
73.4,-286.358
73.42,-286.28
73.44,-286.201
73.46,-286.123
73.48,-286.044
73.5,-285.965
73.52,-285.887
73.54,-285.808
73.56,-285.73
73.58,-285.651
73.6,-285.573
73.62,-285.494
73.64,-285.416
73.66,-285.337
73.68,-285.258
73.7,-285.18
73.72,-285.101
73.74,-285.023
73.76,-284.944
73.78,-284.865
73.8,-284.787
73.82,-284.708
73.84,-284.629
73.86,-284.551
73.88,-284.472
73.9,-284.394
73.92,-284.315
73.94,-284.236
73.96,-284.158
73.98,-284.079
74,-284
74.02,-283.922
74.04,-283.843
74.06,-283.764
74.08,-283.686
74.1,-283.607
74.12,-283.528
74.14,-283.45
74.16,-283.371
74.18,-283.292
74.2,-283.213
74.22,-283.135
74.24,-283.056
74.26,-282.977
74.28,-282.899
74.3,-282.82
74.32,-282.741
74.34,-282.663
74.36,-282.584
74.38,-282.505
74.4,-282.426
74.42,-282.348
74.44,-282.269
74.46,-282.19
74.48,-282.111
74.5,-282.033
74.52,-281.954
74.54,-281.875
74.56,-281.797
74.58,-281.718
74.6,-281.639
74.62,-281.56
74.64,-281.482
74.66,-281.403
74.68,-281.324
74.7,-281.245
74.72,-281.167
74.74,-281.088
74.76,-281.009
74.78,-280.93
74.8,-280.852
74.82,-280.773
74.84,-280.694
74.86,-280.615
74.88,-280.537
74.9,-280.458
74.92,-280.379
74.94,-280.3
74.96,-280.222
74.98,-280.143
75,-280.064
75.02,-279.985
75.04,-279.907
75.06,-279.828
75.08,-279.749
75.1,-279.67
75.12,-279.592
75.14,-279.513
75.16,-279.434
75.18,-279.355
75.2,-279.277
75.22,-279.198
75.24,-279.119
75.26,-279.041
75.28,-278.962
75.3,-278.883
75.32,-278.804
75.34,-278.726
75.36,-278.647
75.38,-278.568
75.4,-278.489
75.42,-278.411
75.44,-278.332
75.46,-278.253
75.48,-278.175
75.5,-278.096
75.52,-278.017
75.54,-277.939
75.56,-277.86
75.58,-277.781
75.6,-277.702
75.62,-277.624
75.64,-277.545
75.66,-277.466
75.68,-277.388
75.7,-277.309
75.72,-277.23
75.74,-277.152
75.76,-277.073
75.78,-276.994
75.8,-276.916
75.82,-276.837
75.84,-276.758
75.86,-276.68
75.88,-276.601
75.9,-276.523
75.92,-276.444
75.94,-276.365
75.96,-276.287
75.98,-276.208
76,-276.129
76.02,-276.051
76.04,-275.972
76.06,-275.894
76.08,-275.815
76.1,-275.736
76.12,-275.658
76.14,-275.579
76.16,-275.501
76.18,-275.422
76.2,-275.344
76.22,-275.265
76.24,-275.186
76.26,-275.108
76.28,-275.029
76.3,-274.951
76.32,-274.872
76.34,-274.794
76.36,-274.715
76.38,-274.637
76.4,-274.558
76.42,-274.48
76.44,-274.401
76.46,-274.323
76.48,-274.244
76.5,-274.166
76.52,-274.087
76.54,-274.009
76.56,-273.93
76.58,-273.852
76.6,-273.773
76.62,-273.695
76.64,-273.617
76.66,-273.538
76.68,-273.46
76.7,-273.381
76.72,-273.303
76.74,-273.225
76.76,-273.146
76.78,-273.068
76.8,-272.989
76.82,-272.911
76.84,-272.833
76.86,-272.754
76.88,-272.676
76.9,-272.598
76.92,-272.519
76.94,-272.441
76.96,-272.363
76.98,-272.284
77,-272.206
77.02,-272.128
77.04,-272.05
77.06,-271.971
77.08,-271.893
77.1,-271.815
77.12,-271.737
77.14,-271.658
77.16,-271.58
77.18,-271.502
77.2,-271.424
77.22,-271.346
77.24,-271.267
77.26,-271.189
77.28,-271.111
77.3,-271.033
77.32,-270.955
77.34,-270.877
77.36,-270.798
77.38,-270.72
77.4,-270.642
77.42,-270.564
77.44,-270.486
77.46,-270.408
77.48,-270.33
77.5,-270.252
77.52,-270.174
77.54,-270.096
77.56,-270.018
77.58,-269.94
77.6,-269.862
77.62,-269.784
77.64,-269.706
77.66,-269.628
77.68,-269.55
77.7,-269.472
77.72,-269.394
77.74,-269.316
77.76,-269.238
77.78,-269.16
77.8,-269.082
77.82,-269.004
77.84,-268.926
77.86,-268.848
77.88,-268.771
77.9,-268.693
77.92,-268.615
77.94,-268.537
77.96,-268.459
77.98,-268.381
78,-268.304
78.02,-268.226
78.04,-268.148
78.06,-268.07
78.08,-267.993
78.1,-267.915
78.12,-267.837
78.14,-267.759
78.16,-267.682
78.18,-267.604
78.2,-267.526
78.22,-267.449
78.24,-267.371
78.26,-267.294
78.28,-267.216
78.3,-267.138
78.32,-267.061
78.34,-266.983
78.36,-266.906
78.38,-266.828
78.4,-266.75
78.42,-266.673
78.44,-266.595
78.46,-266.518
78.48,-266.44
78.5,-266.363
78.52,-266.285
78.54,-266.208
78.56,-266.131
78.58,-266.053
78.6,-265.976
78.62,-265.898
78.64,-265.821
78.66,-265.744
78.68,-265.666
78.7,-265.589
78.72,-265.512
78.74,-265.434
78.76,-265.357
78.78,-265.28
78.8,-265.202
78.82,-265.125
78.84,-265.048
78.86,-264.971
78.88,-264.893
78.9,-264.816
78.92,-264.739
78.94,-264.662
78.96,-264.585
78.98,-264.508
79,-264.43
79.02,-264.353
79.04,-264.276
79.06,-264.199
79.08,-264.122
79.1,-264.045
79.12,-263.968
79.14,-263.891
79.16,-263.814
79.18,-263.737
79.2,-263.66
79.22,-263.583
79.24,-263.506
79.26,-263.429
79.28,-263.352
79.3,-263.275
79.32,-263.198
79.34,-263.122
79.36,-263.045
79.38,-262.968
79.4,-262.891
79.42,-262.814
79.44,-262.737
79.46,-262.661
79.48,-262.584
79.5,-262.507
79.52,-262.43
79.54,-262.354
79.56,-262.277
79.58,-262.2
79.6,-262.124
79.62,-262.047
79.64,-261.97
79.66,-261.894
79.68,-261.817
79.7,-261.741
79.72,-261.664
79.74,-261.587
79.76,-261.511
79.78,-261.434
79.8,-261.358
79.82,-261.281
79.84,-261.205
79.86,-261.129
79.88,-261.052
79.9,-260.976
79.92,-260.899
79.94,-260.823
79.96,-260.747
79.98,-260.67
80,-260.594
80.02,-260.518
80.04,-260.441
80.06,-260.365
80.08,-260.289
80.1,-260.213
80.12,-260.136
80.14,-260.06
80.16,-259.984
80.18,-259.908
80.2,-259.832
80.22,-259.756
80.24,-259.679
80.26,-259.603
80.28,-259.527
80.3,-259.451
80.32,-259.375
80.34,-259.299
80.36,-259.223
80.38,-259.147
80.4,-259.071
80.42,-258.995
80.44,-258.919
80.46,-258.843
80.48,-258.767
80.5,-258.692
80.52,-258.616
80.54,-258.54
80.56,-258.464
80.58,-258.388
80.6,-258.312
80.62,-258.237
80.64,-258.161
80.66,-258.085
80.68,-258.01
80.7,-257.934
80.72,-257.858
80.74,-257.783
80.76,-257.707
80.78,-257.631
80.8,-257.556
80.82,-257.48
80.84,-257.405
80.86,-257.329
80.88,-257.254
80.9,-257.178
80.92,-257.103
80.94,-257.027
80.96,-256.952
80.98,-256.876
81,-256.801
81.02,-256.725
81.04,-256.65
81.06,-256.575
81.08,-256.499
81.1,-256.424
81.12,-256.349
81.14,-256.274
81.16,-256.198
81.18,-256.123
81.2,-256.048
81.22,-255.973
81.24,-255.898
81.26,-255.822
81.28,-255.747
81.3,-255.672
81.32,-255.597
81.34,-255.522
81.36,-255.447
81.38,-255.372
81.4,-255.297
81.42,-255.222
81.44,-255.147
81.46,-255.072
81.48,-254.997
81.5,-254.922
81.52,-254.848
81.54,-254.773
81.56,-254.698
81.58,-254.623
81.6,-254.548
81.62,-254.474
81.64,-254.399
81.66,-254.324
81.68,-254.249
81.7,-254.175
81.72,-254.1
81.74,-254.025
81.76,-253.951
81.78,-253.876
81.8,-253.802
81.82,-253.727
81.84,-253.653
81.86,-253.578
81.88,-253.504
81.9,-253.429
81.92,-253.355
81.94,-253.28
81.96,-253.206
81.98,-253.131
82,-253.057
82.02,-252.983
82.04,-252.908
82.06,-252.834
82.08,-252.76
82.1,-252.686
82.12,-252.611
82.14,-252.537
82.16,-252.463
82.18,-252.389
82.2,-252.315
82.22,-252.241
82.24,-252.167
82.26,-252.092
82.28,-252.018
82.3,-251.944
82.32,-251.87
82.34,-251.796
82.36,-251.722
82.38,-251.648
82.4,-251.575
82.42,-251.501
82.44,-251.427
82.46,-251.353
82.48,-251.279
82.5,-251.205
82.52,-251.132
82.54,-251.058
82.56,-250.984
82.58,-250.91
82.6,-250.837
82.62,-250.763
82.64,-250.689
82.66,-250.616
82.68,-250.542
82.7,-250.469
82.72,-250.395
82.74,-250.322
82.76,-250.248
82.78,-250.175
82.8,-250.101
82.82,-250.028
82.84,-249.954
82.86,-249.881
82.88,-249.807
82.9,-249.734
82.92,-249.661
82.94,-249.588
82.96,-249.514
82.98,-249.441
83,-249.368
83.02,-249.295
83.04,-249.221
83.06,-249.148
83.08,-249.075
83.1,-249.002
83.12,-248.929
83.14,-248.856
83.16,-248.783
83.18,-248.71
83.2,-248.637
83.22,-248.564
83.24,-248.491
83.26,-248.418
83.28,-248.345
83.3,-248.272
83.32,-248.199
83.34,-248.127
83.36,-248.054
83.38,-247.981
83.4,-247.908
83.42,-247.836
83.44,-247.763
83.46,-247.69
83.48,-247.618
83.5,-247.545
83.52,-247.472
83.54,-247.4
83.56,-247.327
83.58,-247.255
83.6,-247.182
83.62,-247.11
83.64,-247.037
83.66,-246.965
83.68,-246.892
83.7,-246.82
83.72,-246.748
83.74,-246.675
83.76,-246.603
83.78,-246.531
83.8,-246.459
83.82,-246.386
83.84,-246.314
83.86,-246.242
83.88,-246.17
83.9,-246.098
83.92,-246.026
83.94,-245.954
83.96,-245.881
83.98,-245.809
84,-245.737
84.02,-245.665
84.04,-245.593
84.06,-245.522
84.08,-245.45
84.1,-245.378
84.12,-245.306
84.14,-245.234
84.16,-245.162
84.18,-245.09
84.2,-245.019
84.22,-244.947
84.24,-244.875
84.26,-244.804
84.28,-244.732
84.3,-244.66
84.32,-244.589
84.34,-244.517
84.36,-244.446
84.38,-244.374
84.4,-244.303
84.42,-244.231
84.44,-244.16
84.46,-244.088
84.48,-244.017
84.5,-243.945
84.52,-243.874
84.54,-243.803
84.56,-243.732
84.58,-243.66
84.6,-243.589
84.62,-243.518
84.64,-243.447
84.66,-243.375
84.68,-243.304
84.7,-243.233
84.72,-243.162
84.74,-243.091
84.76,-243.02
84.78,-242.949
84.8,-242.878
84.82,-242.807
84.84,-242.736
84.86,-242.665
84.88,-242.594
84.9,-242.524
84.92,-242.453
84.94,-242.382
84.96,-242.311
84.98,-242.24
85,-242.17
85.02,-242.099
85.04,-242.028
85.06,-241.958
85.08,-241.887
85.1,-241.816
85.12,-241.746
85.14,-241.675
85.16,-241.605
85.18,-241.534
85.2,-241.464
85.22,-241.393
85.24,-241.323
85.26,-241.253
85.28,-241.182
85.3,-241.112
85.32,-241.042
85.34,-240.971
85.36,-240.901
85.38,-240.831
85.4,-240.761
85.42,-240.691
85.44,-240.62
85.46,-240.55
85.48,-240.48
85.5,-240.41
85.52,-240.34
85.54,-240.27
85.56,-240.2
85.58,-240.13
85.6,-240.06
85.62,-239.99
85.64,-239.921
85.66,-239.851
85.68,-239.781
85.7,-239.711
85.72,-239.641
85.74,-239.572
85.76,-239.502
85.78,-239.432
85.8,-239.363
85.82,-239.293
85.84,-239.223
85.86,-239.154
85.88,-239.084
85.9,-239.015
85.92,-238.945
85.94,-238.876
85.96,-238.806
85.98,-238.737
86,-238.668
86.02,-238.598
86.04,-238.529
86.06,-238.46
86.08,-238.39
86.1,-238.321
86.12,-238.252
86.14,-238.183
86.16,-238.114
86.18,-238.044
86.2,-237.975
86.22,-237.906
86.24,-237.837
86.26,-237.768
86.28,-237.699
86.3,-237.63
86.32,-237.561
86.34,-237.492
86.36,-237.423
86.38,-237.355
86.4,-237.286
86.42,-237.217
86.44,-237.148
86.46,-237.079
86.48,-237.011
86.5,-236.942
86.52,-236.873
86.54,-236.805
86.56,-236.736
86.58,-236.668
86.6,-236.599
86.62,-236.531
86.64,-236.462
86.66,-236.394
86.68,-236.325
86.7,-236.257
86.72,-236.188
86.74,-236.12
86.76,-236.052
86.78,-235.983
86.8,-235.915
86.82,-235.847
86.84,-235.779
86.86,-235.71
86.88,-235.642
86.9,-235.574
86.92,-235.506
86.94,-235.438
86.96,-235.37
86.98,-235.302
87,-235.234
87.02,-235.166
87.04,-235.098
87.06,-235.03
87.08,-234.962
87.1,-234.894
87.12,-234.826
87.14,-234.759
87.16,-234.691
87.18,-234.623
87.2,-234.555
87.22,-234.488
87.24,-234.42
87.26,-234.353
87.28,-234.285
87.3,-234.217
87.32,-234.15
87.34,-234.082
87.36,-234.015
87.38,-233.947
87.4,-233.88
87.42,-233.813
87.44,-233.745
87.46,-233.678
87.48,-233.61
87.5,-233.543
87.52,-233.476
87.54,-233.409
87.56,-233.342
87.58,-233.274
87.6,-233.207
87.62,-233.14
87.64,-233.073
87.66,-233.006
87.68,-232.939
87.7,-232.872
87.72,-232.805
87.74,-232.738
87.76,-232.671
87.78,-232.604
87.8,-232.537
87.82,-232.47
87.84,-232.404
87.86,-232.337
87.88,-232.27
87.9,-232.203
87.92,-232.137
87.94,-232.07
87.96,-232.003
87.98,-231.937
88,-231.87
88.02,-231.804
88.04,-231.737
88.06,-231.671
88.08,-231.604
88.1,-231.538
88.12,-231.471
88.14,-231.405
88.16,-231.339
88.18,-231.272
88.2,-231.206
88.22,-231.14
88.24,-231.074
88.26,-231.007
88.28,-230.941
88.3,-230.875
88.32,-230.809
88.34,-230.743
88.36,-230.677
88.38,-230.611
88.4,-230.545
88.42,-230.479
88.44,-230.413
88.46,-230.347
88.48,-230.281
88.5,-230.215
88.52,-230.15
88.54,-230.084
88.56,-230.018
88.58,-229.952
88.6,-229.887
88.62,-229.821
88.64,-229.755
88.66,-229.69
88.68,-229.624
88.7,-229.558
88.72,-229.493
88.74,-229.427
88.76,-229.362
88.78,-229.296
88.8,-229.231
88.82,-229.166
88.84,-229.1
88.86,-229.035
88.88,-228.97
88.9,-228.904
88.92,-228.839
88.94,-228.774
88.96,-228.709
88.98,-228.644
89,-228.578
89.02,-228.513
89.04,-228.448
89.06,-228.383
89.08,-228.318
89.1,-228.253
89.12,-228.188
89.14,-228.123
89.16,-228.059
89.18,-227.994
89.2,-227.929
89.22,-227.864
89.24,-227.799
89.26,-227.734
89.28,-227.67
89.3,-227.605
89.32,-227.54
89.34,-227.476
89.36,-227.411
89.38,-227.347
89.4,-227.282
89.42,-227.218
89.44,-227.153
89.46,-227.089
89.48,-227.024
89.5,-226.96
89.52,-226.895
89.54,-226.831
89.56,-226.767
89.58,-226.702
89.6,-226.638
89.62,-226.574
89.64,-226.51
89.66,-226.446
89.68,-226.382
89.7,-226.317
89.72,-226.253
89.74,-226.189
89.76,-226.125
89.78,-226.061
89.8,-225.997
89.82,-225.933
89.84,-225.87
89.86,-225.806
89.88,-225.742
89.9,-225.678
89.92,-225.614
89.94,-225.55
89.96,-225.487
89.98,-225.423
90,-225.359
90.02,-225.296
90.04,-225.232
90.06,-225.169
90.08,-225.105
90.1,-225.041
90.12,-224.978
90.14,-224.915
90.16,-224.851
90.18,-224.788
90.2,-224.724
90.22,-224.661
90.24,-224.598
90.26,-224.534
90.28,-224.471
90.3,-224.408
90.32,-224.345
90.34,-224.282
90.36,-224.218
90.38,-224.155
90.4,-224.092
90.42,-224.029
90.44,-223.966
90.46,-223.903
90.48,-223.84
90.5,-223.777
90.52,-223.714
90.54,-223.652
90.56,-223.589
90.58,-223.526
90.6,-223.463
90.62,-223.4
90.64,-223.338
90.66,-223.275
90.68,-223.212
90.7,-223.15
90.72,-223.087
90.74,-223.024
90.76,-222.962
90.78,-222.899
90.8,-222.837
90.82,-222.774
90.84,-222.712
90.86,-222.65
90.88,-222.587
90.9,-222.525
90.92,-222.463
90.94,-222.4
90.96,-222.338
90.98,-222.276
91,-222.214
91.02,-222.151
91.04,-222.089
91.06,-222.027
91.08,-221.965
91.1,-221.903
91.12,-221.841
91.14,-221.779
91.16,-221.717
91.18,-221.655
91.2,-221.593
91.22,-221.531
91.24,-221.47
91.26,-221.408
91.28,-221.346
91.3,-221.284
91.32,-221.223
91.34,-221.161
91.36,-221.099
91.38,-221.038
91.4,-220.976
91.42,-220.914
91.44,-220.853
91.46,-220.791
91.48,-220.73
91.5,-220.668
91.52,-220.607
91.54,-220.546
91.56,-220.484
91.58,-220.423
91.6,-220.362
91.62,-220.3
91.64,-220.239
91.66,-220.178
91.68,-220.117
91.7,-220.055
91.72,-219.994
91.74,-219.933
91.76,-219.872
91.78,-219.811
91.8,-219.75
91.82,-219.689
91.84,-219.628
91.86,-219.567
91.88,-219.506
91.9,-219.445
91.92,-219.385
91.94,-219.324
91.96,-219.263
91.98,-219.202
92,-219.142
92.02,-219.081
92.04,-219.02
92.06,-218.96
92.08,-218.899
92.1,-218.838
92.12,-218.778
92.14,-218.717
92.16,-218.657
92.18,-218.596
92.2,-218.536
92.22,-218.476
92.24,-218.415
92.26,-218.355
92.28,-218.295
92.3,-218.234
92.32,-218.174
92.34,-218.114
92.36,-218.054
92.38,-217.993
92.4,-217.933
92.42,-217.873
92.44,-217.813
92.46,-217.753
92.48,-217.693
92.5,-217.633
92.52,-217.573
92.54,-217.513
92.56,-217.453
